user_id,product_id,review_packaging,review_rebuy,review_valueformoney
13545,367,5.0,yes,cheap
13545,695,5.0,maybe,cheap
13545,603,4.0,maybe,cheap
13598,158,3.0,no,cheap
13598,379,4.0,no,just right
13598,2258,3.0,yes,just right
13598,10296,3.0,maybe,cheap
13598,2221,3.0,yes,just right
13775,168,4.0,maybe,just right
13775,1370,4.5,maybe,expensive
13775,4953,5.0,yes,cheap
13775,975,4.0,yes,just right
13775,702,3.0,maybe,just right
13775,158,4.0,maybe,cheap
13775,7668,3.0,maybe,just right
13775,919,3.5,no,cheap
13775,1185,3.5,maybe,just right
13775,1115,4.5,no,cheap
13775,110,5.0,yes,cheap
13775,1701,3.5,yes,cheap
13775,1189,5.0,yes,cheap
13775,384,4.0,maybe,just right
13812,808,4.0,yes,just right
13812,11562,3.0,yes,just right
13812,9213,4.0,yes,just right
13812,14188,2.0,yes,cheap
13812,2287,4.0,yes,just right
13812,2306,4.0,yes,cheap
13818,158,4.0,no,just right
13818,1401,4.0,yes,just right
13818,1124,4.0,maybe,expensive
13818,903,4.5,yes,expensive
13818,19136,3.0,yes,just right
13882,220,3.0,maybe,expensive
13882,4250,3.0,maybe,cheap
13882,2287,3.0,yes,cheap
13882,861,3.0,maybe,expensive
13882,158,3.0,maybe,cheap
13882,876,3.0,no,cheap
13882,4597,3.0,no,cheap
13882,3969,3.0,no,cheap
13996,1130,2.0,no,just right
13996,2023,4.0,yes,cheap
13996,7293,2.5,no,just right
13996,10207,5.0,yes,expensive
13996,8602,3.0,maybe,expensive
14131,260,4.0,maybe,expensive
14131,8740,4.5,maybe,cheap
14131,2623,4.5,maybe,expensive
14131,2258,5.0,yes,cheap
14131,1346,4.0,maybe,cheap
14160,6626,3.0,no,cheap
14160,808,3.5,maybe,cheap
14160,172,4.0,no,cheap
14160,3377,3.0,maybe,cheap
14160,2500,3.5,yes,cheap
14160,2028,4.0,yes,cheap
14160,3980,3.0,maybe,cheap
14160,4362,3.5,no,cheap
14210,7668,3.0,no,cheap
14210,4262,4.0,yes,cheap
14210,7508,3.0,maybe,just right
14210,2506,3.0,no,just right
14210,7098,3.0,maybe,just right
14210,4690,3.0,yes,cheap
14210,2372,3.5,maybe,cheap
14210,700,3.0,maybe,just right
14210,2006,4.5,maybe,cheap
14210,2500,3.5,yes,just right
14210,5177,3.0,maybe,just right
14210,4259,3.5,yes,cheap
14210,2185,4.0,yes,cheap
14210,934,4.0,yes,just right
14210,3294,3.5,maybe,cheap
14210,1115,4.0,maybe,cheap
14210,3956,3.5,yes,just right
14210,2258,3.5,maybe,cheap
14426,2786,4.5,yes,cheap
14426,9180,4.0,maybe,cheap
14426,3426,5.0,yes,cheap
14426,2673,4.0,yes,just right
14426,1418,4.0,yes,just right
14523,11563,4.0,maybe,just right
14523,260,3.0,yes,expensive
14523,18901,4.0,maybe,expensive
14523,925,5.0,yes,cheap
14523,798,5.0,yes,expensive
14523,404,3.0,maybe,cheap
14523,6848,4.0,maybe,cheap
14610,2336,5.0,yes,cheap
14610,3526,4.0,yes,cheap
14610,4251,5.0,yes,just right
14610,1418,4.0,yes,cheap
14610,1020,4.5,yes,just right
14687,4057,5.0,yes,cheap
14687,825,4.0,no,expensive
14687,89,4.0,no,expensive
14687,1511,5.0,yes,expensive
14687,417,5.0,yes,just right
14687,2435,2.0,no,expensive
14687,465,5.0,yes,cheap
14687,274,3.0,no,expensive
14687,975,3.0,no,cheap
14687,1942,3.0,no,cheap
14687,2506,3.0,maybe,cheap
14687,3766,4.0,yes,cheap
14687,3815,5.0,no,expensive
14687,833,2.5,no,cheap
14687,2325,3.5,no,expensive
14687,609,3.5,yes,cheap
14687,288,5.0,yes,just right
14687,1354,3.0,no,expensive
14687,1042,3.5,no,expensive
14687,2507,5.0,yes,just right
14687,3880,5.0,yes,cheap
14687,3825,5.0,no,expensive
14687,3296,5.0,yes,just right
14687,6724,5.0,yes,expensive
14687,829,5.0,yes,just right
14687,4005,3.0,no,cheap
14957,3294,5.0,maybe,cheap
14957,6226,4.5,yes,just right
14957,5519,4.0,no,cheap
14957,404,4.0,no,expensive
14957,1142,5.0,no,cheap
14957,5177,5.0,yes,cheap
14957,13783,4.5,yes,cheap
14957,4062,5.0,yes,cheap
14957,7571,5.0,maybe,cheap
14957,2506,3.5,yes,cheap
14957,2475,4.0,no,cheap
14957,2930,5.0,yes,cheap
14957,3223,4.0,no,expensive
14957,5408,4.0,yes,cheap
14957,7668,4.0,yes,cheap
14957,611,4.5,no,cheap
14957,9095,5.0,yes,just right
14957,2403,5.0,yes,just right
14957,274,5.0,yes,cheap
14957,10813,5.0,maybe,cheap
14957,4953,5.0,yes,cheap
14957,618,5.0,yes,cheap
14957,4496,4.5,maybe,just right
14957,2378,5.0,maybe,cheap
14957,494,5.0,yes,cheap
14957,680,4.0,yes,cheap
14957,6003,4.5,maybe,expensive
14957,487,4.5,yes,expensive
14957,158,5.0,no,cheap
15004,647,4.0,yes,expensive
15004,551,4.0,no,just right
15289,1411,4.0,maybe,expensive
15289,158,3.0,maybe,cheap
15289,788,3.0,maybe,cheap
15289,1088,4.0,maybe,just right
15289,216,4.0,maybe,cheap
15289,369,4.0,yes,cheap
15289,1405,4.5,maybe,expensive
15289,208,4.0,maybe,just right
15459,5408,5.0,no,just right
15459,1512,5.0,yes,just right
15459,1461,5.0,yes,expensive
15459,8277,5.0,yes,just right
15459,10186,5.0,yes,cheap
15459,6277,2.0,yes,cheap
15460,3778,3.0,yes,cheap
15460,1503,3.0,yes,just right
15460,4969,3.5,maybe,just right
15460,5408,3.0,yes,just right
15460,370,3.0,maybe,just right
15460,1370,3.5,yes,cheap
15460,1347,3.5,yes,just right
15460,2501,2.5,yes,just right
15460,861,3.5,maybe,expensive
15460,2356,2.5,yes,just right
15460,664,3.5,no,cheap
15460,616,3.0,maybe,just right
15460,7668,3.0,maybe,just right
15460,833,3.0,yes,just right
15460,966,2.0,no,just right
15460,2185,3.0,yes,just right
15460,2626,3.0,no,just right
15460,158,2.5,no,just right
15460,1401,3.0,maybe,just right
15460,1052,2.5,maybe,just right
15460,2463,2.5,no,just right
15460,1115,3.5,yes,just right
15460,2912,3.0,yes,cheap
15598,1558,5.0,yes,just right
15598,13707,4.0,yes,just right
15598,1551,3.5,no,just right
15598,220,4.0,yes,just right
15598,1311,5.0,yes,cheap
15598,1392,4.0,yes,cheap
15598,538,5.0,maybe,expensive
15598,529,4.0,maybe,just right
15598,188,3.0,maybe,just right
15598,1310,4.5,yes,just right
15598,1421,4.5,yes,just right
15989,2912,2.5,yes,cheap
15989,3558,3.0,maybe,cheap
15989,7064,4.0,yes,cheap
15989,6848,3.0,maybe,just right
15989,765,3.0,no,cheap
15989,609,4.0,yes,cheap
15989,7942,3.0,yes,just right
16255,4861,3.0,yes,cheap
16255,1418,5.0,yes,cheap
16255,299,5.0,yes,just right
16255,260,5.0,yes,expensive
16377,2912,3.0,yes,cheap
16377,379,3.0,maybe,cheap
16377,7644,2.5,yes,cheap
16377,7117,3.0,maybe,cheap
16377,3895,3.0,no,cheap
16377,2287,3.0,yes,cheap
16377,695,3.0,no,cheap
16377,1115,3.0,maybe,cheap
16377,2346,3.0,maybe,cheap
16377,2639,3.0,maybe,cheap
16384,127,3.0,no,cheap
16384,369,1.0,no,cheap
16384,8845,3.0,yes,expensive
16384,126,2.5,maybe,cheap
16384,2912,4.0,maybe,cheap
16922,303,3.0,no,cheap
16922,2150,4.0,maybe,just right
16922,3285,3.5,yes,cheap
16922,2145,4.0,yes,just right
16922,4979,4.0,yes,just right
16922,2380,4.0,no,just right
16922,7033,3.5,no,expensive
16922,1368,3.5,yes,cheap
16922,3542,3.5,yes,just right
16922,1310,3.5,maybe,expensive
16922,3602,3.5,yes,cheap
16922,2258,3.0,maybe,cheap
16922,925,3.0,maybe,expensive
16922,4993,3.5,yes,just right
16922,7404,3.5,maybe,just right
16922,1933,4.0,maybe,expensive
16922,3880,3.5,maybe,expensive
16922,2302,4.0,yes,just right
16922,4967,3.0,no,cheap
16922,1260,4.0,yes,cheap
16922,1927,4.5,yes,cheap
16922,2174,4.5,yes,expensive
16922,2028,3.5,maybe,cheap
16922,941,3.5,no,expensive
16922,1842,2.5,no,just right
16922,4970,3.0,yes,cheap
16922,2818,2.5,no,just right
16922,2102,4.0,maybe,just right
16922,4125,4.0,yes,expensive
16922,756,3.0,maybe,cheap
16922,270,3.0,maybe,cheap
16922,1853,2.5,maybe,just right
16922,2284,3.5,no,just right
16922,1551,4.0,maybe,cheap
16922,2973,3.0,no,just right
16922,2186,3.5,maybe,just right
16922,1442,4.0,maybe,expensive
16922,2172,4.0,no,just right
16922,654,3.5,maybe,expensive
16922,4240,4.0,no,expensive
16922,299,3.5,no,cheap
16922,1346,3.5,yes,cheap
16922,3426,3.0,yes,cheap
16922,2372,3.0,yes,cheap
16922,3549,3.5,yes,just right
16922,610,3.0,no,just right
16922,4989,3.5,no,just right
16922,1035,3.5,yes,cheap
16922,2077,3.5,yes,just right
16922,1265,4.0,no,cheap
16922,5469,3.0,maybe,cheap
16922,7305,3.0,yes,just right
16922,1454,4.0,yes,cheap
16922,1833,2.5,maybe,just right
16922,370,3.5,maybe,cheap
16922,1838,2.5,no,just right
16922,2085,4.0,yes,just right
16935,2500,3.0,yes,just right
16935,1377,3.0,yes,expensive
16935,4250,2.0,no,cheap
16935,2356,5.0,yes,just right
16935,1418,5.0,yes,just right
16935,777,2.0,no,cheap
16935,1088,3.0,yes,just right
16935,3558,5.0,yes,just right
16935,1701,3.0,yes,just right
16935,975,5.0,yes,just right
16935,2185,4.0,yes,just right
16935,208,5.0,maybe,expensive
16935,4258,3.0,no,expensive
16935,1074,4.0,yes,just right
16935,7657,3.0,yes,just right
16935,1434,5.0,yes,just right
16935,3766,3.0,yes,just right
16935,370,2.5,no,expensive
16935,967,3.0,maybe,just right
16935,611,2.0,no,cheap
16935,1035,5.0,yes,just right
16935,3895,3.0,maybe,cheap
16935,3426,2.0,no,cheap
16935,966,3.0,no,just right
16935,6324,3.0,yes,just right
16935,802,2.0,no,just right
16935,1130,2.0,no,cheap
16935,561,5.0,yes,just right
16986,4291,4.5,maybe,just right
16986,934,3.0,yes,cheap
16986,370,5.0,yes,cheap
16986,260,5.0,yes,expensive
16986,700,3.5,no,cheap
16986,3502,3.0,no,cheap
16986,2475,3.5,yes,cheap
16986,7108,4.5,yes,just right
16986,3968,4.5,yes,just right
16986,802,5.0,yes,just right
16986,158,4.0,no,expensive
16986,3462,5.0,yes,just right
16986,2356,4.5,maybe,just right
16986,3426,2.5,no,cheap
16986,7668,3.0,maybe,cheap
16986,7571,5.0,yes,cheap
16986,3969,3.0,no,just right
16986,2506,5.0,yes,expensive
16986,603,4.0,yes,just right
16996,370,3.0,maybe,just right
16996,1656,4.0,maybe,expensive
16996,3626,4.5,maybe,cheap
16996,224,4.5,maybe,cheap
16996,238,5.0,yes,just right
16996,681,5.0,yes,expensive
16996,13101,5.0,yes,just right
16996,1113,5.0,yes,expensive
16996,903,4.5,yes,cheap
16996,561,4.0,yes,cheap
16996,1288,3.0,no,cheap
16996,487,3.0,no,just right
17326,303,4.0,maybe,cheap
17326,7108,1.0,no,just right
17326,2506,4.5,yes,cheap
17326,3764,4.0,yes,cheap
17326,4518,4.0,yes,just right
17326,2804,4.0,yes,just right
17474,379,4.0,yes,just right
17474,1465,4.0,yes,just right
17474,869,4.0,yes,just right
17474,2786,4.0,yes,just right
17474,1418,4.5,maybe,just right
17548,260,3.0,yes,expensive
17548,3656,3.0,yes,cheap
17548,6361,3.0,yes,cheap
17548,1330,3.0,yes,expensive
17548,649,3.0,yes,expensive
17548,3640,3.0,yes,expensive
17548,2221,3.0,maybe,cheap
17548,3290,3.0,yes,cheap
17548,1347,3.0,no,expensive
17548,6502,3.0,maybe,cheap
17548,1427,3.0,no,cheap
17548,4070,3.0,yes,cheap
17548,889,3.0,maybe,cheap
17548,3726,3.0,yes,expensive
17548,3890,3.0,yes,expensive
17548,1488,3.0,maybe,cheap
17548,1042,3.0,yes,expensive
17548,9183,3.0,maybe,cheap
17548,1985,3.0,yes,expensive
17548,299,3.0,yes,cheap
17548,2917,3.0,maybe,expensive
17548,2500,3.0,yes,cheap
17548,3826,3.0,yes,expensive
17548,3758,3.0,yes,cheap
17548,6326,4.5,yes,expensive
17548,876,3.0,no,cheap
17548,4447,3.0,maybe,expensive
17548,487,3.0,yes,cheap
17548,2033,3.0,no,expensive
17548,11563,3.0,maybe,cheap
17548,1331,3.0,maybe,cheap
17548,1106,3.0,no,expensive
17548,3491,3.0,maybe,cheap
17548,3709,3.0,yes,cheap
17548,3721,3.0,maybe,cheap
17548,3277,3.0,yes,cheap
17548,3369,3.0,maybe,cheap
17548,647,3.0,maybe,cheap
17548,1035,3.0,yes,cheap
17548,813,4.5,maybe,cheap
17548,6222,3.0,yes,cheap
17548,6197,3.0,yes,cheap
17548,208,3.0,yes,cheap
17548,438,3.0,yes,expensive
17548,681,3.0,maybe,expensive
17548,575,3.0,maybe,cheap
17548,4981,3.0,yes,expensive
17548,829,4.0,yes,cheap
17548,3549,3.0,yes,cheap
17548,892,3.0,no,cheap
17548,120,4.0,yes,cheap
17548,3632,3.0,yes,cheap
17548,544,3.0,maybe,expensive
17548,2172,3.0,yes,cheap
17548,1357,3.0,yes,expensive
17548,1070,3.0,maybe,cheap
17548,4975,3.0,yes,cheap
17548,1257,3.0,yes,cheap
17548,1020,3.0,maybe,expensive
17548,4497,3.0,no,expensive
17548,110,3.0,no,expensive
17548,172,3.0,yes,expensive
17583,1326,3.0,yes,just right
17583,1341,5.0,yes,just right
17583,1347,3.5,yes,just right
17583,303,6.0,maybe,cheap
17583,1331,5.0,yes,just right
17583,1330,5.0,yes,just right
17583,1323,6.0,maybe,cheap
17706,531,5.0,yes,expensive
17706,172,5.0,yes,cheap
17706,114,5.0,yes,cheap
17706,9142,5.0,yes,cheap
17706,2033,5.0,yes,cheap
17708,2131,2.5,yes,cheap
17708,9183,2.5,maybe,expensive
17708,487,3.5,yes,cheap
17708,2372,4.0,yes,cheap
17708,620,3.0,no,expensive
17708,704,3.0,maybe,just right
17753,934,3.0,no,just right
17753,3342,5.0,yes,cheap
17753,179,3.5,yes,cheap
17753,3426,3.0,maybe,just right
17753,1058,3.0,no,cheap
17753,370,3.5,maybe,just right
17753,1257,2.5,no,just right
17753,668,4.5,yes,cheap
17753,814,2.0,no,just right
17753,487,4.0,yes,just right
17753,2221,4.5,yes,just right
17753,172,5.0,yes,just right
17753,1130,4.0,maybe,just right
17753,2475,2.5,no,just right
17880,367,3.0,no,cheap
17880,6848,3.0,no,cheap
17880,11738,3.0,no,cheap
17880,9107,3.0,no,cheap
17880,9694,3.0,no,cheap
17882,2557,3.5,yes,just right
17882,605,4.0,maybe,just right
17882,2356,4.0,maybe,just right
17882,3558,3.0,maybe,just right
17882,2332,5.0,yes,just right
17882,975,3.5,yes,just right
17882,5561,5.0,maybe,cheap
17882,7644,3.5,maybe,just right
17882,6555,4.5,yes,just right
17882,4778,4.0,no,just right
17882,2786,3.5,maybe,just right
17884,2306,4.0,yes,cheap
17884,2372,4.0,yes,just right
17884,7287,4.0,yes,just right
17884,2009,3.5,yes,cheap
17884,89,3.0,maybe,expensive
17884,2336,4.5,yes,cheap
17884,2356,4.5,yes,just right
17884,3602,4.0,yes,cheap
17884,1346,4.0,yes,cheap
17884,13339,3.5,yes,expensive
17884,481,3.0,yes,just right
17884,3558,4.0,yes,just right
17954,417,5.0,yes,just right
17954,1062,4.0,yes,just right
17954,1058,4.0,no,just right
17954,1257,4.0,yes,cheap
17954,179,5.0,yes,cheap
17954,462,3.0,no,just right
17985,14186,4.0,yes,cheap
17985,4765,4.0,maybe,just right
17985,7098,4.0,yes,just right
17985,4796,4.0,yes,cheap
17985,5138,4.0,yes,cheap
18002,808,3.0,maybe,expensive
18002,1115,3.0,yes,cheap
18002,2501,3.0,yes,just right
18002,2356,3.0,yes,just right
18002,696,3.0,maybe,cheap
18002,4710,3.5,maybe,cheap
18002,1401,3.0,maybe,cheap
18002,3980,3.0,maybe,just right
18002,4416,3.0,yes,just right
18002,965,3.0,no,expensive
18002,680,3.0,maybe,cheap
18002,2506,3.0,yes,cheap
18002,814,3.0,no,just right
18002,4765,3.5,yes,just right
18002,1982,3.0,no,just right
18002,4050,3.0,maybe,expensive
18002,1427,3.0,maybe,just right
18002,1503,3.0,yes,just right
18002,5797,3.0,yes,just right
18002,3895,3.0,yes,cheap
18002,2500,3.0,yes,just right
18002,3526,3.0,yes,cheap
18002,2221,4.0,yes,just right
18002,765,3.0,maybe,just right
18002,826,3.5,no,cheap
18002,2354,3.0,yes,just right
18002,4256,3.0,yes,cheap
18002,975,3.0,maybe,cheap
18002,1465,3.0,yes,cheap
18002,3462,3.0,yes,just right
18002,2143,3.0,no,cheap
18002,1434,3.0,maybe,cheap
18002,1130,3.0,maybe,cheap
18002,3956,3.0,yes,cheap
18002,2372,3.5,yes,cheap
18002,367,3.0,yes,cheap
18002,7117,3.5,maybe,cheap
18002,5469,3.0,maybe,just right
18002,617,3.0,no,just right
18002,864,3.5,maybe,just right
18002,4970,3.0,maybe,cheap
18002,3766,3.0,yes,just right
18002,7668,3.0,maybe,just right
18002,7571,4.0,no,cheap
18002,4410,4.0,yes,just right
18002,3304,3.0,yes,just right
18002,2475,3.0,maybe,cheap
18002,2431,3.5,yes,cheap
18002,616,4.0,yes,cheap
18002,1657,3.5,yes,cheap
18002,2200,3.0,yes,just right
18002,695,3.0,no,just right
18002,3969,3.0,maybe,cheap
18002,4690,3.0,yes,just right
18002,756,3.5,yes,cheap
18002,1131,2.0,yes,just right
18002,876,3.0,maybe,just right
18002,4291,3.0,maybe,just right
18002,521,3.0,no,just right
18002,5628,3.0,yes,just right
18102,631,3.5,no,just right
18102,3950,4.0,yes,cheap
18102,5469,3.0,maybe,just right
18102,299,4.5,maybe,just right
18102,2598,3.0,no,just right
18102,3304,4.0,yes,just right
18102,158,3.5,yes,just right
18102,3110,4.0,no,expensive
18102,748,4.0,maybe,just right
18102,101,3.0,no,just right
18102,1115,4.0,no,just right
18102,370,4.0,yes,just right
18102,2428,4.0,no,just right
18102,2028,4.0,maybe,expensive
18102,1378,2.0,maybe,just right
18102,609,4.0,maybe,just right
18102,5484,4.0,maybe,just right
18102,765,4.0,maybe,just right
18102,4699,4.0,maybe,just right
18102,260,4.0,maybe,expensive
18102,561,4.0,maybe,expensive
18102,1331,4.0,maybe,just right
18102,3288,4.0,yes,cheap
18102,700,3.0,no,just right
18102,616,4.0,yes,just right
18102,3503,2.5,no,just right
18102,2329,3.5,no,just right
18102,876,3.0,no,just right
18102,710,4.0,maybe,just right
18102,6848,2.0,maybe,just right
18102,270,4.0,maybe,just right
18102,367,4.0,maybe,just right
18102,1418,3.5,yes,just right
18102,3502,4.0,no,just right
18102,3987,4.0,maybe,cheap
18102,7668,4.0,yes,just right
18102,110,4.5,maybe,just right
18102,5491,4.0,yes,just right
18102,1239,3.0,no,cheap
18102,3766,3.0,yes,just right
18102,3037,4.0,yes,cheap
18102,179,4.0,yes,just right
18102,903,4.0,no,expensive
18102,34186,4.0,maybe,cheap
18102,3283,4.0,maybe,just right
18102,3721,4.5,yes,cheap
18102,3426,3.0,no,just right
18102,303,4.0,maybe,just right
18102,6724,2.0,maybe,expensive
18102,2116,4.0,maybe,just right
18102,2143,4.0,maybe,just right
18175,1405,3.0,yes,cheap
18175,9180,3.0,no,just right
18175,3863,4.0,maybe,cheap
18175,8598,3.0,maybe,cheap
18175,334,3.5,no,expensive
18175,9304,3.0,no,cheap
18175,1656,3.5,no,expensive
18175,238,3.5,no,cheap
18175,2670,3.0,no,cheap
18175,8927,4.0,maybe,cheap
18175,1052,3.5,maybe,cheap
18175,1106,3.0,no,expensive
18175,544,4.0,maybe,cheap
18175,4079,3.0,no,expensive
18175,8328,3.0,maybe,cheap
18175,249,4.5,maybe,cheap
18203,2258,4.0,yes,cheap
18203,1370,4.0,maybe,cheap
18203,1347,3.5,maybe,cheap
18203,1345,4.5,yes,just right
18203,3549,4.0,yes,expensive
18203,2414,4.0,maybe,cheap
18203,1840,3.5,yes,just right
18227,610,3.0,no,cheap
18227,742,4.0,no,cheap
18227,1419,4.0,maybe,cheap
18227,298,5.0,no,expensive
18227,1142,3.0,maybe,just right
18227,1070,9.0,yes,cheap
18227,644,5.0,maybe,just right
18227,307,3.0,no,just right
18227,487,4.0,yes,just right
18227,1455,4.0,yes,just right
18227,814,3.0,maybe,just right
18227,416,4.0,maybe,cheap
18227,1418,5.0,yes,expensive
18227,531,4.0,yes,expensive
18227,303,4.0,no,just right
18227,260,4.0,yes,expensive
18227,1323,7.0,maybe,just right
18227,1551,4.0,yes,cheap
18227,1423,4.0,maybe,cheap
18227,941,4.0,no,expensive
18227,1422,4.0,maybe,cheap
18366,4314,5.0,yes,cheap
18366,3294,4.0,yes,cheap
18366,11563,5.0,yes,expensive
18482,2387,4.0,yes,expensive
18482,3075,3.5,yes,cheap
18482,966,3.5,yes,cheap
18488,13339,4.0,yes,cheap
18488,6208,5.0,yes,just right
18488,5138,4.0,yes,cheap
18488,1461,4.0,yes,just right
18720,919,3.0,maybe,just right
18720,168,4.0,yes,just right
18720,610,3.0,no,just right
18720,1695,4.0,yes,just right
18720,782,4.0,yes,cheap
18818,6563,5.0,yes,just right
18818,1320,5.0,yes,cheap
18818,12284,5.0,yes,cheap
18818,4796,5.0,yes,cheap
18818,3037,5.0,yes,cheap
18869,886,4.0,maybe,cheap
18869,1405,4.5,yes,expensive
18869,9837,4.0,yes,just right
18869,2387,5.0,yes,just right
18869,1664,4.0,maybe,just right
18869,1366,5.0,yes,just right
18869,3639,4.5,maybe,cheap
18869,3110,4.0,yes,cheap
18869,424,4.5,yes,just right
18869,2185,4.0,yes,cheap
18869,1492,4.5,yes,just right
18869,404,3.5,no,cheap
18869,3640,4.5,maybe,just right
18869,1418,4.0,yes,just right
18869,370,4.5,yes,cheap
19050,260,5.0,no,expensive
19050,128,3.0,no,just right
19050,10800,4.5,maybe,expensive
19050,19125,1.5,yes,expensive
19353,1442,3.0,no,expensive
19353,1969,3.5,no,just right
19353,11563,1.5,no,expensive
19353,7324,4.0,yes,cheap
19355,2435,4.0,yes,cheap
19355,11563,3.0,no,cheap
19355,600,2.5,no,cheap
19355,128,5.0,yes,cheap
19355,2462,3.5,maybe,just right
19355,2403,3.0,no,just right
19355,941,4.0,yes,cheap
19355,260,4.5,yes,expensive
19843,2912,4.0,no,cheap
19843,2185,3.0,yes,just right
19843,2221,2.0,yes,just right
19843,7098,3.0,no,just right
19864,1362,5.0,yes,cheap
19864,3426,2.5,no,cheap
19864,2028,4.0,yes,cheap
19864,294,4.0,yes,cheap
19864,128,4.0,no,cheap
19864,1346,4.0,maybe,cheap
19864,777,3.0,no,cheap
19864,2052,4.5,maybe,cheap
19864,2023,4.0,yes,cheap
20009,208,3.0,yes,cheap
20009,965,3.0,no,expensive
20009,7668,2.0,no,cheap
20009,303,5.0,yes,cheap
20009,1346,3.0,maybe,cheap
20195,748,3.0,yes,just right
20195,4765,3.0,yes,cheap
20195,3304,3.0,maybe,cheap
20195,2557,3.0,maybe,cheap
20195,5102,4.0,yes,just right
20195,3271,3.5,yes,expensive
20195,7668,3.0,no,just right
20195,6390,3.0,no,just right
20195,3950,3.0,maybe,just right
20195,370,2.5,maybe,cheap
20195,927,3.0,maybe,cheap
20321,1427,3.0,no,cheap
20321,2501,2.0,maybe,just right
20321,13928,4.0,yes,just right
20321,2515,4.0,yes,just right
20321,2520,4.5,maybe,expensive
20321,2413,3.5,no,cheap
20321,9708,3.0,no,just right
20321,2347,3.0,maybe,expensive
20321,680,3.0,yes,cheap
20321,2636,4.5,yes,expensive
20321,788,3.0,maybe,just right
20321,5469,3.0,yes,just right
20321,2456,4.0,yes,cheap
20321,1185,2.5,yes,just right
20321,876,2.5,yes,cheap
20321,9586,2.5,no,just right
20321,2356,3.0,no,cheap
20321,2346,3.0,yes,cheap
20321,2463,3.5,maybe,just right
20321,1692,1.5,no,just right
20321,2116,4.5,yes,just right
20321,833,3.5,maybe,cheap
20321,696,3.0,yes,cheap
20321,1465,3.0,yes,cheap
20321,2403,4.5,yes,cheap
20321,1069,3.0,no,expensive
20321,2382,4.0,yes,expensive
20321,2465,4.0,no,just right
20321,1697,1.5,yes,just right
20321,9183,3.0,maybe,cheap
20321,2488,4.0,maybe,expensive
20321,1349,2.5,yes,just right
20321,886,4.0,yes,cheap
20321,2354,3.0,yes,cheap
20321,2511,4.0,yes,just right
20321,765,3.0,yes,cheap
20321,11565,4.0,no,expensive
20321,822,3.0,maybe,expensive
20321,1696,1.5,no,just right
20321,1342,3.5,no,expensive
20354,448,3.0,no,cheap
20354,1256,4.0,yes,just right
20354,98,5.0,yes,expensive
20354,711,2.0,yes,cheap
20354,398,4.0,no,just right
20402,631,3.0,maybe,cheap
20402,2462,3.0,yes,cheap
20402,565,3.0,maybe,just right
20402,5566,3.0,maybe,just right
20402,600,3.0,no,cheap
20402,3025,3.0,maybe,just right
20402,4710,3.0,maybe,cheap
20402,3034,3.0,maybe,just right
20402,2500,3.0,maybe,cheap
20402,561,3.0,maybe,just right
20402,487,3.0,maybe,cheap
20402,869,3.0,maybe,cheap
20402,1512,3.0,no,cheap
20402,6234,3.0,maybe,cheap
20404,487,3.0,no,just right
20404,1694,3.0,yes,just right
20404,2786,3.0,maybe,just right
20404,3686,3.0,no,just right
20404,1257,3.5,maybe,cheap
20474,903,3.0,yes,expensive
20474,833,3.0,yes,just right
20474,238,4.0,maybe,expensive
20474,2372,3.0,yes,just right
20474,756,4.0,no,just right
20474,260,4.0,yes,expensive
20474,565,3.5,yes,cheap
20474,438,4.0,no,expensive
20474,2623,5.0,yes,expensive
20474,892,3.0,no,cheap
20474,2605,4.0,no,cheap
20474,1427,3.0,no,just right
20474,2347,4.5,yes,expensive
20474,2522,5.0,maybe,expensive
20474,1656,5.0,yes,expensive
20474,2527,5.0,maybe,expensive
20474,814,4.0,yes,just right
20474,2621,4.5,yes,expensive
20474,2534,5.0,yes,just right
20625,695,4.5,no,cheap
20625,3369,4.0,maybe,cheap
20625,2221,5.0,yes,cheap
20625,2415,5.0,no,cheap
20625,4778,4.5,no,cheap
20625,4889,3.5,maybe,cheap
20625,4970,4.5,yes,cheap
20625,1636,4.5,no,expensive
20625,4069,5.0,maybe,cheap
20625,765,4.0,maybe,cheap
20625,1201,4.0,maybe,cheap
20625,2475,5.0,maybe,cheap
20625,1346,5.0,yes,cheap
20625,620,4.0,no,cheap
20625,822,4.5,yes,just right
20625,1533,4.5,no,expensive
20625,4688,3.5,no,cheap
20625,2500,4.0,maybe,cheap
20625,777,4.5,maybe,cheap
20744,2221,3.5,yes,cheap
20744,2185,4.0,maybe,cheap
20744,2372,3.0,yes,just right
20760,941,5.0,yes,expensive
20760,7691,1.0,no,expensive
20760,2325,2.0,yes,expensive
20760,859,4.0,yes,just right
20760,16910,1.0,no,just right
20956,2462,2.5,yes,just right
20956,610,4.0,yes,cheap
20956,2463,3.0,yes,just right
20956,1074,4.0,yes,expensive
20956,3426,3.0,yes,cheap
21113,11563,3.0,no,cheap
21113,2912,3.0,yes,just right
21113,1434,3.0,no,cheap
21113,8845,3.0,no,expensive
21113,7967,3.0,no,expensive
21113,5173,3.0,no,just right
21400,869,5.0,maybe,cheap
21400,6486,5.0,yes,just right
21400,3256,5.0,yes,cheap
21400,3292,3.0,no,cheap
21400,3778,5.0,yes,cheap
21479,7668,3.0,no,just right
21479,696,3.0,yes,just right
21479,2119,3.0,no,cheap
21479,487,3.0,yes,cheap
21479,4699,3.0,yes,expensive
21479,4256,3.0,no,cheap
21479,3895,3.0,no,cheap
